PWM;ADC
0; 0.000000
5; 0.000000
10; 0.000000
15; 0.000000
20; 0.000000
25; 0.000000
30; 0.000000
35; 0.000000
40; 0.000000
45; 0.000000
50; 0.000000
55; 0.000000
60; 0.000000
65; 0.000000
70; 0.000000
75; 0.000000
80; 0.000000
85; 0.000000
90; 0.000000
95; 0.000000
100; 0.000000
105; 0.000000
110; 0.000000
115; 0.000000
120; 0.000000
125; 0.000000
130; 0.000000
135; 0.000000
140; 0.000000
145; 0.000000
150; 0.000000
155; 0.000000
160; 0.000000
165; 0.000000
170; 0.000000
175; 0.000000
180; 0.000000
185; 0.000000
190; 0.000000
195; 0.000000
200; 0.220000
205; 0.000000
210; 0.000000
215; 0.000000
220; 0.300000
225; 0.000000
230; 0.000000
235; 0.000000
240; 0.000000
245; 0.000000
250; 0.000000
255; 0.000000
260; 0.000000
265; 0.000000
270; 0.000000
275; 0.250000
280; 0.450000
285; 0.860000
290; 0.280000
295; 1.350000
300; 0.940000
305; 1.150000
310; 1.550000
315; 1.580000
320; 2.170000
325; 2.250000
330; 2.150000
335; 2.860000
340; 2.830000
345; 3.060000
350; 3.700000
355; 3.940000
360; 4.610000
365; 4.660000
370; 4.720000
375; 6.510000
380; 8.480000
385; 10.390000
390; 12.200000
395; 14.910000
400; 16.680000
405; 20.070000
410; 21.910000
415; 23.790000
420; 26.030000
425; 27.640000
430; 30.570000
435; 33.040000
440; 35.320000
445; 39.660000
450; 42.020000
455; 44.680000
460; 47.790000
465; 49.670000
470; 51.620000
475; 55.060000
480; 55.730000
485; 58.060000
490; 62.450000
495; 63.910000
500; 68.030000
505; 71.570000
510; 72.160000
515; 74.980000
520; 76.300000
525; 78.970000
530; 82.840000
535; 84.600000
540; 87.560000
545; 90.340000
550; 94.030000
555; 95.820000
560; 98.300000
565; 101.980000
570; 104.820000
575; 108.250000
580; 111.770000
585; 113.030000
590; 116.480000
595; 118.910000
600; 121.760000
605; 124.250000
610; 127.330000
615; 129.140000
620; 133.330000
625; 136.480000
630; 138.860000
635; 142.530000
640; 144.600000
645; 147.000000
650; 150.850000
655; 152.000000
660; 155.590000
665; 158.920000
670; 163.160000
675; 165.290000
680; 168.160000
685; 173.390000
690; 174.890000
695; 178.640000
700; 182.460000
705; 185.560000
710; 188.340000
715; 191.260000
720; 193.310000
725; 196.470000
730; 199.790000
735; 202.860000
740; 206.080000
745; 209.550000
750; 211.970000
755; 214.950000
760; 218.120000
765; 220.820000
770; 223.100000
775; 227.090000
780; 230.710000
785; 233.070000
790; 237.620000
795; 239.650000
800; 243.660000
805; 246.640000
810; 249.280000
815; 253.470000
820; 256.370000
825; 259.830000
830; 262.570000
835; 266.130000
840; 269.860000
845; 271.930000
850; 275.290000
855; 278.390000
860; 282.690000
865; 285.670000
870; 288.490000
875; 289.180000
880; 295.950000
885; 298.930000
890; 302.240000
895; 305.380000
900; 309.200000
905; 313.400000
910; 316.370000
915; 319.850000
920; 323.450000
925; 324.260000
930; 331.780000
935; 335.060000
940; 338.940000
945; 342.730000
950; 345.080000
955; 349.230000
960; 352.380000
965; 358.210000
970; 360.110000
975; 362.930000
980; 366.630000
985; 372.300000
990; 376.740000
995; 380.040000
1000; 381.750000
1005; 387.480000
1010; 391.580000
1015; 392.150000
1020; 398.350000
1025; 402.790000
1030; 405.890000
1035; 410.540000
1040; 414.380000
1045; 417.830000
1050; 423.030000
1055; 426.610000
1060; 430.660000
1065; 434.080000
1070; 435.160000
1075; 443.010000
1080; 447.610000
1085; 450.650000
1090; 455.350000
1095; 459.120000
1100; 463.430000
1105; 468.480000
1110; 472.450000
1115; 484.880000
1120; 479.950000
1125; 485.030000
1130; 489.230000
1135; 493.550000
1140; 497.630000
1145; 514.870000
1150; 506.780000
1155; 511.220000
1160; 514.320000
1165; 519.840000
1170; 524.660000
1175; 529.650000
1180; 532.940000
1185; 538.530000
1190; 543.510000
1195; 547.920000
1200; 552.640000
1205; 558.080000
1210; 561.020000
1215; 567.520000
1220; 571.680000
1225; 575.660000
1230; 580.570000
1235; 584.640000
1240; 588.910000
1245; 594.180000
1250; 613.320000
1255; 602.460000
1260; 607.930000
1265; 611.850000
1270; 616.270000
1275; 621.090000
1280; 625.430000
1285; 631.370000
1290; 637.320000
1295; 642.450000
1300; 647.670000
1305; 652.420000
1310; 656.290000
1315; 663.140000
1320; 666.510000
1325; 672.120000
1330; 678.370000
1335; 681.810000
1340; 688.790000
1345; 691.500000
1350; 698.530000
1355; 702.590000
1360; 700.030000
1365; 714.780000
1370; 719.590000
1375; 723.810000
1380; 730.960000
1385; 735.470000
